Fecha,Acapulco,CDMX,Cancun,Chihuahua,Empalme,Guadalajara,Zacatecas,Mazatlan,Manzanillo,Monterrey,LaPaz,Tucson,Veracruz,Merida
03/09/1998,NA,NA,NA,NA,NA,38.73,NA,47.29,52.6,NA,49.5,32.9,49.86,52.05
04/09/1998,NA,18.76,NA,NA,NA,32.14,NA,59.36,60.42,NA,37.28,42.81,62.68,52.35
05/09/1998,NA,26.07,NA,NA,NA,33.61,NA,63.36,55.77,NA,NA,33.43,60.31,55.45
06/09/1998,NA,26.82,NA,NA,NA,36.36,NA,63.92,66.59,NA,50.36,28.19,62.16,59.28
07/09/1998,NA,NA,NA,NA,NA,36.7,NA,68.69,52.33,NA,56.93,20.89,65.02,65.06
08/09/1998,NA,27.71,NA,NA,NA,38.34,NA,58.04,65.93,NA,52.18,23.05,NA,58.83
09/09/1998,NA,24.61,NA,NA,NA,36.62,NA,65.53,65.64,NA,NA,26.96,57.58,63.67
10/09/1998,NA,25.29,NA,NA,NA,37.22,NA,NA,60.64,NA,51.59,25.47,56.97,63.21
11/09/1998,NA,28.89,NA,NA,NA,33.89,NA,52.97,63.36,NA,45.81,30.69,57.11,63.43
12/09/1998,NA,28.9,NA,NA,NA,35.62,NA,57.58,58.27,NA,43.57,29.27,63.41,49.22
13/09/1998,NA,21.28,NA,NA,NA,39.18,NA,68.3,68.08,NA,39.43,25.64,64.73,55.03
14/09/1998,NA,25.73,NA,NA,NA,36.19,NA,53.78,70.73,NA,39.52,21.87,60.44,61.14
15/09/1998,NA,27.76,NA,NA,NA,35.2,NA,NA,66.71,NA,40,22.46,63.07,56.59
16/09/1998,NA,29.88,NA,NA,NA,37.07,NA,59,61.89,NA,47.26,22.81,61.42,52.87
17/09/1998,NA,29.3,NA,NA,NA,38.48,NA,78.51,67.39,NA,52.55,21.01,61.68,55.88
18/09/1998,NA,27.17,NA,NA,NA,33.33,NA,61.23,68.08,NA,47.01,19.43,34.39,56.49
19/09/1998,55.86,28.03,NA,NA,NA,34.85,NA,57.72,57.25,NA,45.29,19.91,66.34,66.47
20/09/1998,NA,NA,NA,NA,NA,29.52,NA,51.44,55.29,NA,NA,22.7,66.7,65.3
21/09/1998,54.76,22.79,NA,NA,NA,28,NA,53.56,60.74,NA,30.66,16.17,NA,56.32
22/09/1998,47.91,NA,NA,NA,NA,31.2,NA,58.35,58.62,NA,29.6,24.64,53.43,54.52
23/09/1998,49.38,26.1,NA,NA,NA,30.23,NA,49.67,55.22,NA,22.25,14.29,57.16,57.39
24/09/1998,47.06,NA,NA,NA,NA,36.23,NA,69.13,NA,NA,29.34,9.99,38.03,52.4
25/09/1998,NA,NA,NA,NA,NA,31.07,NA,67.68,NA,NA,32.58,15.72,61.16,56.81
26/09/1998,39.67,28.58,NA,NA,NA,35.78,NA,66.92,57.13,NA,34.13,7.04,NA,56.28
27/09/1998,58.23,29.71,NA,NA,NA,32.02,NA,64.92,61.1,NA,38.76,12.82,44.88,56.54
28/09/1998,NA,28.96,NA,NA,NA,38.6,NA,62.14,64.57,NA,36.38,18.63,61.5,52.13
29/09/1998,66.13,NA,NA,NA,NA,29.03,NA,64.74,NA,NA,61.81,19.03,60.92,49.77
30/09/1998,NA,25.19,NA,NA,NA,44.28,NA,67.22,NA,NA,50.22,11.54,54.34,36.33
01/10/1998,40.25,NA,NA,NA,NA,NA,NA,NA,67.68,NA,50.47,8.64,48.93,36.33
02/10/1998,NA,23.16,NA,NA,NA,NA,NA,62.93,62.32,NA,44.31,8.74,36.4,46.54
03/10/1998,38.39,NA,NA,NA,NA,33.58,NA,52.26,56.41,NA,43.19,9.66,46.49,55.39
04/10/1998,25.05,25.44,NA,NA,NA,27.64,NA,51.35,49.31,NA,45.7,12.25,52.54,NA
05/10/1998,NA,23.42,NA,NA,NA,24.79,NA,NA,59.12,NA,33.53,10.67,NA,47.28
06/10/1998,58.1,20.51,NA,NA,NA,29.85,NA,43.85,63.32,NA,31.5,4.07,54.93,41.39
07/10/1998,56.98,27.48,NA,NA,NA,34.2,NA,36.68,62.08,NA,NA,6.49,62.32,42.86
08/10/1998,39.64,23.97,NA,NA,NA,NA,NA,42.82,56.35,NA,21.08,9.83,50.66,51.58
09/10/1998,NA,20.59,NA,NA,NA,NA,NA,44.42,56.78,NA,22.82,8.01,48.58,50.06
10/10/1998,NA,22.99,NA,NA,NA,NA,NA,50.17,63.52,NA,19.35,5.7,57.74,48.8
11/10/1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.22,NA,NA
12/10/1998,NA,26.69,NA,NA,NA,36.19,NA,58.41,NA,NA,25.92,8.95,58.93,45.87
13/10/1998,NA,25.04,NA,NA,NA,NA,NA,69.88,52.94,NA,29.58,15.97,55.23,52.77
14/10/1998,NA,26.32,NA,NA,NA,32.66,NA,49.35,60.49,NA,30.52,5.95,53.65,50.06
15/10/1998,59.21,24.9,NA,NA,NA,30.53,NA,68.3,64.74,NA,33.36,3.22,45.91,55.11
16/10/1998,NA,23.42,NA,NA,NA,26.47,NA,NA,NA,NA,23.93,7.59,53.23,55.5
17/10/1998,NA,26.91,NA,NA,NA,29.96,NA,54.21,71.65,NA,28.37,3.35,62.32,46.81
18/10/1998,NA,28.39,NA,NA,NA,28.41,NA,55.59,63.86,NA,33.69,NA,NA,42.06
19/10/1998,NA,21.98,NA,NA,NA,NA,NA,63.02,65.51,NA,37.57,6.66,NA,41.15
20/10/1998,NA,17.19,NA,NA,NA,28.08,NA,62.51,52.89,NA,NA,19.1,50.66,61.08
21/10/1998,NA,NA,NA,NA,NA,25.8,NA,NA,NA,NA,41.21,22.82,NA,NA
22/10/1998,NA,22.69,NA,NA,NA,29.55,NA,NA,57.23,NA,40.73,25.56,47.28,NA
23/10/1998,NA,23.2,64.63,NA,NA,24.76,NA,NA,52.54,NA,35.71,22.89,46.38,NA
24/10/1998,NA,25.28,NA,NA,NA,28.69,NA,NA,53.79,NA,46.15,20.71,37.43,NA
25/10/1998,NA,23.72,NA,NA,NA,32.04,NA,NA,NA,NA,39.83,24.64,55.98,NA
26/10/1998,NA,21.5,43.95,NA,NA,32.42,NA,NA,57.41,NA,35.84,22.35,48.4,NA
27/10/1998,NA,NA,NA,NA,NA,31.72,NA,NA,52.47,NA,37.46,10.06,54.51,NA
28/10/1998,NA,21.82,56.54,NA,NA,NA,NA,NA,57.31,NA,39.81,9.13,49.52,NA
29/10/1998,NA,NA,NA,NA,NA,NA,NA,NA,57.8,NA,36.36,8.09,41.65,45.4
30/10/1998,NA,NA,48.87,NA,NA,27.49,NA,NA,57.17,NA,30.28,19.24,48.59,NA
31/10/1998,NA,13.27,53.26,NA,12.8,28.49,NA,NA,57.81,NA,34.52,13.22,41.09,NA
01/11/1998,NA,11.15,47.69,NA,8.15,NA,NA,NA,NA,NA,13.74,12.91,51.69,NA
02/11/1998,NA,13.07,NA,NA,9.05,18,NA,NA,39.01,NA,11.57,9.9,51.92,54.41
03/11/1998,NA,NA,NA,NA,13.07,16.93,NA,NA,35.82,NA,13.65,7.96,47.24,62.29
04/11/1998,NA,15.11,68.5,NA,12.17,14.43,NA,NA,34.52,NA,33.81,8.25,50.94,48.53
05/11/1998,NA,11.41,35.52,NA,11.73,15.99,NA,NA,29.44,NA,15.46,7.21,39.67,37.11
06/11/1998,NA,11.17,NA,NA,16.82,13.56,NA,NA,38.26,NA,15.64,6.85,50.95,31.9
07/11/1998,NA,12.17,23.44,NA,13.81,NA,NA,NA,37.78,NA,18.74,NA,38.95,28.28
08/11/1998,NA,14.42,31.68,NA,20.88,20.4,NA,NA,40.28,NA,25.46,10.55,41.03,33.38
09/11/1998,NA,19.23,38.65,NA,22.7,25.32,NA,NA,45.15,NA,20.32,17.67,44.64,40.67
10/11/1998,NA,16.15,20.3,NA,19.31,NA,NA,NA,42.7,NA,20.06,NA,42.62,30.38
11/11/1998,NA,20.68,44.45,NA,12.86,34.19,NA,NA,56.2,NA,18.63,10.95,45.84,55.91
12/11/1998,NA,17.11,42.18,NA,29.65,33.38,NA,NA,53.75,NA,32.1,8.13,50.5,36.11
13/11/1998,NA,14.87,NA,NA,12.05,23.66,NA,NA,44.4,NA,32.52,13.26,34.79,32.17
14/11/1998,NA,NA,27.3,NA,NA,24.55,NA,NA,43.87,NA,10.66,11.09,50.5,44.27
15/11/1998,NA,19.82,13.14,NA,NA,16.33,NA,NA,38.09,NA,17.11,10.63,NA,28.17
16/11/1998,NA,20.76,38.16,NA,NA,19.74,NA,NA,41.63,NA,15.91,7.12,36.8,30.35
17/11/1998,NA,15.34,NA,NA,NA,NA,NA,NA,34.83,NA,NA,7.63,39.86,34.01
18/11/1998,NA,13.11,51.25,NA,NA,25.44,NA,NA,NA,NA,NA,8.04,48.86,NA
19/11/1998,NA,12.76,NA,NA,NA,24.73,NA,NA,43.93,NA,16.34,11.94,46.57,51.51
20/11/1998,NA,14.32,40.51,NA,NA,NA,NA,NA,43.64,NA,22.22,10.74,45.52,49.36
21/11/1998,NA,18.77,40.67,NA,NA,26.51,NA,NA,46.69,NA,12.37,5.33,50.42,44.98
22/11/1998,NA,19.86,NA,NA,NA,25.59,NA,NA,46.13,NA,13.73,5.25,58.74,52.51
23/11/1998,NA,19.12,34.95,NA,NA,17.05,NA,NA,47.4,NA,14.04,3.31,54.61,43.7
24/11/1998,NA,22.65,36.72,NA,NA,17.87,NA,NA,47.66,NA,12.41,11.97,50.26,47.08
25/11/1998,NA,21.85,40.52,NA,NA,20.25,NA,NA,52.72,NA,13.08,6.2,35.43,32.39
26/11/1998,NA,NA,35.89,NA,NA,21.66,NA,NA,48.32,NA,14.46,6.66,39.11,23.6
27/11/1998,NA,16.87,35.15,NA,NA,24.49,NA,NA,23.26,NA,14.25,5.97,29.64,22.89
28/11/1998,NA,8.84,26.92,NA,NA,27.53,NA,NA,52.11,NA,29.67,10.62,32.95,29.56
29/11/1998,NA,NA,29.59,NA,NA,26.41,NA,NA,21.12,NA,40.24,12.48,36.38,23.29
30/11/1998,NA,8.99,26.08,NA,NA,19.77,NA,NA,43.8,NA,NA,9.51,29.53,NA
01/12/1998,NA,8.61,NA,NA,NA,16.09,NA,NA,41.77,NA,NA,8.91,40.62,32.03
02/12/1998,NA,7.42,30.72,NA,NA,19.11,NA,NA,41.69,NA,30.76,14.87,30.7,30.62
03/12/1998,NA,NA,20.68,NA,NA,19.83,NA,NA,36.21,NA,15.79,14.58,30.07,26.64
04/12/1998,NA,8.85,NA,NA,NA,12.37,NA,NA,48.49,NA,NA,12.53,31.64,20.81
05/12/1998,NA,10.45,36.14,NA,NA,15.46,NA,NA,33.78,NA,24.58,9.07,30.07,37.51
06/12/1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.33,NA,NA
07/12/1998,NA,8.23,NA,NA,NA,12.91,NA,NA,34.47,NA,12.15,5.58,29.51,27.39
08/12/1998,NA,8.36,38.29,NA,NA,18.45,NA,NA,32.26,NA,9.98,3.22,34.45,45.52
09/12/1998,NA,NA,NA,NA,NA,NA,NA,NA,37.63,NA,10.14,7.86,31.13,40.46
10/12/1998,NA,NA,22.96,NA,NA,19.58,NA,NA,32.23,NA,13.12,7.91,NA,NA
11/12/1998,NA,18.89,NA,NA,NA,17.89,NA,NA,28.39,NA,11.06,6.21,39.07,41.89
12/12/1998,NA,13.87,50.74,NA,NA,NA,NA,NA,31.22,NA,NA,5.49,36.01,47.3
13/12/1998,NA,14.99,48.38,NA,NA,18.45,NA,NA,33.1,NA,14.69,4.42,32.79,43.32
14/12/1998,NA,14.33,NA,NA,NA,14.47,NA,NA,NA,NA,NA,5.2,43.89,31.22
15/12/1998,NA,12.2,NA,NA,NA,20.7,NA,NA,35.25,NA,NA,16.68,19.57,31.07
16/12/1998,NA,9.67,NA,NA,NA,19.52,NA,NA,43.38,NA,NA,11.37,38.93,26.24
17/12/1998,NA,7.93,27.36,NA,NA,18.54,NA,NA,39.75,NA,NA,14.11,NA,25.2
18/12/1998,NA,NA,22.88,NA,NA,NA,NA,NA,38.73,NA,NA,14.64,29.73,14.12
19/12/1998,NA,6.35,21.8,NA,NA,22.28,NA,NA,36.15,NA,NA,8.31,17.6,27.91
20/12/1998,NA,9.81,42.51,NA,NA,20.04,NA,NA,33.19,NA,NA,6.69,29.98,35.33
21/12/1998,NA,NA,31.45,NA,10.2,18.55,NA,NA,39.4,NA,NA,4.79,35.79,36.1
22/12/1998,NA,5.44,34.18,NA,7.94,NA,NA,NA,30.89,NA,NA,4.57,40.07,NA
23/12/1998,NA,11.05,30.08,NA,17.78,17.71,NA,NA,34.08,NA,NA,4.7,NA,28.56
24/12/1998,NA,9.52,25.88,NA,13.43,17.14,NA,NA,37.91,NA,NA,3.02,35.79,44.39
25/12/1998,NA,NA,28.48,NA,3.6,16.23,NA,NA,35.39,NA,20.26,4.18,33.38,24.39
26/12/1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.62,NA,NA
27/12/1998,NA,10.79,37.39,NA,7.66,20.66,NA,NA,34.29,NA,4.13,7.73,34.6,31.31
28/12/1998,NA,10.71,26.73,NA,6.09,10.83,NA,NA,30.42,NA,9.6,5.86,31.07,34.09
29/12/1998,NA,7.35,33.37,NA,NA,13.68,NA,NA,34.13,NA,7.57,6.94,26.96,24
30/12/1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.71,NA,NA
31/12/1998,NA,8.4,29.91,NA,4.2,16.35,NA,NA,28.1,NA,14.97,9.99,26.3,28.94
01/01/1999,NA,8.72,NA,NA,10.65,16.33,NA,NA,22.16,NA,16.38,8.12,28.9,38.36
02/01/1999,NA,5.59,36.49,NA,9.87,12.04,NA,NA,16.17,NA,11.87,5.24,25.81,35.69
03/01/1999,NA,7.21,43.9,NA,9.61,19.01,NA,NA,19.06,NA,3.88,4.5,NA,33.15
04/01/1999,NA,5.29,NA,NA,6.63,NA,NA,NA,13.18,NA,8.25,2.51,33.13,31.15
05/01/1999,NA,6.74,38.14,NA,3.4,10.46,NA,NA,18.93,NA,7.83,2.26,NA,31.05
06/01/1999,NA,8.19,19.71,NA,NA,9.44,NA,NA,19.65,NA,10.96,6.44,34.95,14.8
07/01/1999,NA,5.42,22.87,NA,NA,11.16,NA,NA,21.51,NA,11.06,5.73,26.67,19.62
08/01/1999,NA,8.01,29.98,NA,6.8,14.62,NA,NA,19.26,NA,7.36,5.12,29.16,32.07
09/01/1999,NA,NA,32.47,NA,8.33,13.81,NA,NA,9.96,NA,7.36,3.5,30.53,36.1
10/01/1999,NA,8.95,40.75,NA,5.74,NA,NA,NA,13.55,NA,5.01,4.68,31.26,41.61
11/01/1999,NA,3.44,16.56,NA,9.68,9.78,NA,NA,14.42,NA,4.22,5.95,25.54,13.89
12/01/1999,NA,4.36,16.58,NA,10.8,12.74,NA,NA,15.37,NA,6.16,5.82,20.46,15.99
13/01/1999,NA,5.21,NA,NA,5.77,11.1,NA,NA,14.67,NA,8.7,4.84,17.74,NA
14/01/1999,NA,7.46,26.02,NA,7.99,8.73,NA,NA,22.33,NA,9.91,6.36,24.19,32.9
15/01/1999,NA,11.08,27.46,NA,7.2,11.43,NA,NA,22.76,NA,7.56,2.75,49.56,30.81
16/01/1999,NA,9.28,40.44,NA,9.62,7.83,NA,NA,21.59,NA,10.34,8.55,27.68,21.58
17/01/1999,NA,9.28,30.62,NA,12.47,6.08,NA,NA,10.92,NA,9.63,8.91,29.68,34.17
18/01/1999,NA,4.79,34.49,NA,14.39,7.73,NA,NA,12.96,NA,NA,11.13,27.41,30.61
19/01/1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.08,NA,NA
20/01/1999,NA,5.45,27,NA,13.77,9.23,NA,NA,18.48,NA,10.29,11.06,30.17,25.63
21/01/1999,NA,7.49,NA,NA,10.9,7.84,NA,NA,16.11,NA,11.38,12.87,31.57,33.24
22/01/1999,NA,4.17,35.11,NA,7.67,4.5,NA,NA,14.81,NA,12.71,3.97,23.55,32.06
23/01/1999,NA,4.02,NA,NA,8.44,4.7,NA,NA,NA,NA,9.02,6.83,NA,36.51
24/01/1999,NA,0.81,33.17,NA,7.23,4.05,NA,NA,16.72,NA,5.41,6.88,20.52,28.26
25/01/1999,NA,5.9,NA,NA,9.15,4.48,NA,NA,11.97,NA,10.35,2.92,27.07,12.89
26/01/1999,NA,9.08,NA,NA,14.25,11.43,NA,NA,16.23,NA,13.28,7.77,21.09,24.28
27/01/1999,NA,9.84,34.67,NA,7.64,13.63,NA,NA,27.12,NA,12.81,6.08,21.97,34.09
28/01/1999,NA,11.96,27,NA,5.28,20.08,NA,NA,32.23,NA,14.45,6.67,NA,48.88
29/01/1999,NA,9.28,35.18,NA,7.61,17.93,NA,NA,31.68,NA,7.52,5.05,28.86,39.8
30/01/1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31/01/1999,NA,14.36,NA,NA,12.85,12.17,NA,NA,27.68,NA,9.88,5.85,38.16,44.24
01/02/1999,NA,11.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02/02/1999,NA,8.61,28.23,NA,7.7,14.96,NA,NA,NA,NA,NA,4.63,33.52,33.14
03/02/1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
04/02/1999,NA,10.41,30.92,NA,14.09,17.74,NA,NA,28.87,NA,NA,4.07,35.39,35.91
05/02/1999,NA,12.46,26.73,NA,19.47,19.19,NA,NA,28.49,NA,17.65,9.62,33.15,28.59
06/02/1999,NA,NA,26.43,NA,7.81,17.8,NA,NA,28.82,NA,21.18,10.55,27.48,31.57
07/02/1999,NA,9.25,18.89,NA,9.01,14.55,NA,NA,28.21,NA,15.73,8.54,26.44,30.33
08/02/1999,NA,NA,22.07,NA,16.9,10.38,NA,NA,32.98,NA,24.37,13.13,24.81,22.52
09/02/1999,NA,8.56,NA,NA,12.83,13.58,NA,NA,32.05,NA,9.26,5.5,NA,NA
10/02/1999,NA,10.84,25.74,NA,11.92,15.24,NA,NA,33.14,NA,12.12,9.72,NA,NA
11/02/1999,NA,12.14,23.95,NA,4.46,16.36,NA,NA,NA,NA,13.67,2.15,30.76,24.22
12/02/1999,NA,14.35,24.96,NA,6.7,18.4,NA,NA,39.92,NA,9.46,1.29,46.54,21.44
13/02/1999,NA,NA,42.35,NA,NA,18.15,NA,NA,39.57,NA,NA,3.92,NA,34.94
14/02/1999,NA,4.34,17.74,NA,7.92,10.69,NA,NA,30.68,NA,10.13,4.94,23.4,NA
15/02/1999,NA,4.2,17.09,NA,6.34,12.13,NA,NA,28.68,NA,8.24,3.67,NA,18.44
16/02/1999,NA,4.61,NA,NA,6.65,10.22,NA,NA,24.54,NA,NA,NA,13.42,24
17/02/1999,NA,NA,30.03,NA,10.42,10.07,NA,NA,NA,NA,3.27,NA,28.15,22.64
18/02/1999,NA,NA,35.45,NA,10.75,11.54,NA,NA,12.6,NA,8.91,5.91,NA,22.77
19/02/1999,NA,10.15,33.21,NA,10.28,12.03,NA,NA,12.08,NA,10.96,6.91,39.06,NA
20/02/1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21/02/1999,NA,NA,NA,NA,8.8,15.76,NA,NA,26.39,NA,8.61,9.42,36.21,33.49
22/02/1999,NA,9.4,22.92,NA,12.1,19.6,NA,NA,21.19,NA,8.97,NA,27.89,25.87
23/02/1999,NA,9.45,22.82,NA,10.3,14.35,NA,NA,18.84,NA,8.08,NA,23.38,24.22
24/02/1999,NA,10.79,NA,NA,NA,16.09,NA,NA,20.05,NA,NA,3.47,30.9,24.29
25/02/1999,NA,10.74,21.56,NA,10.3,18.74,NA,NA,22.88,NA,16.79,7.63,25.15,23.36
26/02/1999,NA,11.9,13.76,NA,13.37,15.63,NA,NA,23.05,NA,NA,4.12,27.63,15.94
27/02/1999,NA,13.18,18.46,NA,6.3,13.54,NA,NA,NA,NA,12.63,6.15,29.15,NA
28/02/1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/03/1999,NA,12.85,NA,NA,7.81,11.38,NA,NA,NA,NA,7.71,5.63,35.09,NA
02/03/1999,NA,7.53,32.76,NA,6.53,7.72,NA,NA,20.58,NA,7.18,4.11,35.08,NA
03/03/1999,NA,8.78,26.73,NA,NA,7.66,NA,NA,18.86,NA,6.28,3.77,31.19,NA
04/03/1999,NA,9.33,NA,NA,6.93,14.4,NA,NA,23.61,NA,4.82,5.13,25.97,14.69
05/03/1999,NA,10.56,27.99,NA,12.97,10.71,NA,NA,20.76,NA,4.93,8.67,25.6,20.61
06/03/1999,NA,9.17,NA,NA,11.22,13.21,NA,NA,22.49,NA,6.15,5.08,25.1,14
07/03/1999,NA,NA,22.77,NA,12.46,16.84,NA,NA,NA,NA,10.39,3.49,29.7,NA
08/03/1999,NA,4.19,NA,NA,11.45,12.03,NA,NA,24.46,NA,10.43,7.99,30.69,10.59
09/03/1999,NA,7.25,25.3,NA,8.05,11.19,NA,NA,19.59,NA,8.54,5.54,30.6,12.55
10/03/1999,NA,8.08,NA,NA,8.55,14.97,NA,NA,14.84,NA,7.56,5.02,23.8,21.33
11/03/1999,NA,9.98,19.22,NA,6.25,11.82,NA,NA,14.75,NA,11.07,4.23,29.3,21.89
12/03/1999,NA,15.19,19.21,NA,9.16,6.46,NA,NA,19.51,NA,7.62,8.69,30.42,17.98
13/03/1999,NA,5.89,18.81,NA,6.51,NA,NA,NA,18.75,NA,5.77,5.24,30.83,23.34
14/03/1999,NA,NA,NA,NA,5.98,10.05,NA,NA,19.42,NA,NA,3.87,NA,32.36
15/03/1999,NA,6.14,14.96,NA,6.34,7.03,NA,NA,19.33,NA,5.43,3.46,24.24,16.17
16/03/1999,NA,8.12,NA,NA,16.16,14.7,NA,NA,24.3,NA,13.62,8.12,21.67,11.02
17/03/1999,NA,9.34,13.85,NA,14.09,15.75,NA,NA,25.53,NA,8.62,9.52,23.86,15.04
18/03/1999,NA,14.22,16.31,NA,9.34,15.66,NA,NA,31.4,NA,8.49,9.52,28.83,20.72
19/03/1999,NA,14.88,25.58,NA,6.7,10.44,NA,NA,30.35,NA,7.49,10.58,28.97,32.49
20/03/1999,NA,13.74,23.9,NA,6.97,18.81,NA,NA,30.77,NA,NA,4.36,32.7,34.02
21/03/1999,NA,13.91,NA,NA,5.69,14.79,NA,NA,31.92,NA,5.3,5.23,48.72,29.56
22/03/1999,NA,13.39,31.93,NA,3.42,15.55,NA,NA,25.31,NA,NA,5.82,48.79,25
23/03/1999,NA,11.75,42.99,NA,9.37,9.7,NA,NA,24.09,NA,10.05,7.22,39.32,34.23
24/03/1999,NA,8.41,NA,NA,8.28,NA,NA,NA,NA,NA,NA,NA,34.78,NA
25/03/1999,NA,10.55,22.99,NA,11.22,10.85,NA,NA,29.38,NA,14.44,4.89,42.64,32.14
26/03/1999,NA,14.58,30.58,NA,18.16,10.37,NA,NA,33.1,NA,NA,9.03,41.82,28.05
27/03/1999,NA,10.75,33.4,NA,NA,12.18,NA,NA,30.58,NA,NA,10.38,37.75,37.38
28/03/1999,NA,NA,NA,NA,14.13,NA,NA,NA,23.94,NA,NA,6.81,NA,NA
29/03/1999,NA,7.51,31.03,NA,10.92,4.79,NA,NA,16,NA,NA,NA,36.15,30.17
30/03/1999,NA,11.35,NA,NA,7.38,12.51,NA,NA,12.63,NA,10.97,5.87,29.53,45.55
31/03/1999,NA,10.07,NA,NA,14.69,12.21,NA,NA,16.4,NA,18.39,5.73,35.12,NA
01/04/1999,NA,9.62,36.22,NA,18.79,11.57,NA,NA,11.09,NA,16.05,10.14,38.2,39.66
02/04/1999,NA,10.44,29.17,NA,16.51,8.36,NA,NA,NA,NA,11.2,14.85,32.09,26.82
03/04/1999,NA,5.24,25.63,NA,7.24,10.7,NA,NA,NA,NA,14.41,6.46,NA,23.85
04/04/1999,NA,8.22,20.72,NA,12.24,16.73,NA,NA,26.4,NA,7.82,8.16,32.83,24.14
05/04/1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06/04/1999,NA,12.22,24.43,NA,3.79,15.31,NA,NA,22.61,NA,8.82,5.83,31.1,21.07
07/04/1999,NA,7.62,26.92,NA,19.95,20.05,NA,NA,27.06,NA,10.67,8.56,36.09,27.77
08/04/1999,NA,NA,29.06,NA,15.15,NA,NA,NA,26.73,NA,27.3,5.4,NA,NA
09/04/1999,NA,5.88,23.57,NA,9.77,NA,NA,NA,27.63,NA,19.51,2.87,23.09,NA
10/04/1999,NA,5.99,20.45,NA,NA,9.36,NA,NA,26.83,NA,21.84,2.96,19.41,NA
11/04/1999,NA,NA,27.43,NA,6.47,13.92,NA,NA,31.8,NA,19.36,4.3,NA,27.79
12/04/1999,NA,6.18,NA,NA,9.23,14.67,NA,NA,27.06,NA,12.73,5.65,35.02,23.59
13/04/1999,NA,12.64,NA,NA,9.23,16.9,NA,NA,27.03,NA,14.08,9.45,33,26.05
14/04/1999,NA,10.53,20.93,NA,9.36,13.69,NA,NA,26.26,NA,13.15,10.35,41.72,17.4
15/04/1999,NA,14.21,NA,NA,12.75,14.65,NA,NA,25.18,NA,11.04,6.2,24.29,27.82
16/04/1999,NA,17.33,23.66,NA,11.08,13.13,NA,NA,24.52,NA,13.11,2.79,49.93,24.8
17/04/1999,NA,16.7,36.9,NA,7.03,12.36,NA,NA,NA,NA,8.51,3.59,44.72,47.28
18/04/1999,NA,14.32,48.75,NA,6.72,17.94,NA,NA,NA,NA,5.82,4.15,39.3,43.6
19/04/1999,NA,15.4,36.84,NA,7.59,19.65,NA,NA,NA,NA,8.3,3.97,33.03,26.81
20/04/1999,NA,4.63,19.7,NA,9.82,17.26,NA,NA,27.41,NA,5.65,5.15,32.8,24.01
21/04/1999,NA,5.18,25.51,NA,11.72,16,NA,NA,29.45,NA,10.13,8.73,24.74,19.75
22/04/1999,NA,12.03,35.79,NA,NA,11.76,NA,NA,27.23,NA,11.09,10.22,25.35,34.91
23/04/1999,NA,13.11,30.44,NA,21.2,12.14,NA,NA,31.36,NA,23.1,10.65,29.19,25.24
24/04/1999,NA,13.05,42.82,NA,24.4,19.78,NA,NA,39.29,NA,39.77,18.51,37.82,27.76
25/04/1999,NA,13.89,25.87,NA,6.42,20.27,NA,NA,NA,NA,23.83,11.76,NA,32.43
26/04/1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27/04/1999,NA,12.57,NA,NA,7.81,12.79,NA,NA,27.62,NA,9.77,11.66,44.79,38.81
28/04/1999,NA,14.97,34.08,NA,NA,NA,NA,NA,19.07,NA,9.38,8.68,47.68,30.76
29/04/1999,NA,9.88,29.25,NA,9.64,11.08,NA,NA,NA,NA,8.94,5.6,39.75,36.81
30/04/1999,NA,12.46,33.36,NA,NA,7.45,NA,NA,14.99,NA,8.6,6.65,45.76,35.3
01/05/1999,NA,14,42.08,NA,NA,11.02,NA,NA,13.81,NA,6.39,11.4,44.03,43.29
02/05/1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/05/1999,NA,9.6,NA,NA,14.98,10.42,NA,NA,24.24,NA,8.79,13.97,NA,39.67
04/05/1999,NA,10.42,34.95,NA,19.73,13.09,NA,NA,24.88,NA,12.72,11.24,40.26,36.42
05/05/1999,NA,8.44,28.03,NA,13.42,12.97,NA,NA,23.05,NA,16.02,7.89,31.51,17.79
06/05/1999,NA,8.55,27.84,NA,12.96,18.45,NA,NA,23.43,NA,NA,6.98,25.1,47.65
07/05/1999,NA,12.68,29.72,NA,NA,12.57,NA,NA,27.99,NA,13.64,6.55,41.46,36.72
08/05/1999,NA,NA,37.79,NA,NA,10.6,NA,NA,26.33,NA,9.83,7.45,NA,40.56
